"","PMID","Title","Authors","Citation","First.Author","Journal.Book","Publication.Year","Create.Date","PMCID","NIHMS.ID","DOI"
"1691",33045370,"A whole blood test to measure SARS-CoV-2-specific response in COVID-19 patients","Petrone L, Petruccioli E, Vanini V, Cuzzi G, Najafi Fard S, Alonzi T, Castilletti C, Palmieri F, Gualano G, Vittozzi P, Nicastri E, Lepore L, Antinori A, Vergori A, Caccamo N, Cantini F, Girardi E, Ippolito G, Grifoni A, Goletti D.","Clin Microbiol Infect. 2021 Feb;27(2):286.e7-286.e13. doi: 10.1016/j.cmi.2020.09.051. Epub 2020 Oct 10.","Petrone L","Clin Microbiol Infect",2021,"2020/10/12","PMC7547312","","10.1016/j.cmi.2020.09.051"
"1692",33035672,"Seroprevalence of SARS-CoV-2 immunoglobulin antibodies in Wuhan, China: part of the city-wide massive testing campaign","Pan Y, Li X, Yang G, Fan J, Tang Y, Hong X, Guo S, Li J, Yao D, Cheng Z, Yuan Y, Li Y, Wang X.","Clin Microbiol Infect. 2021 Feb;27(2):253-257. doi: 10.1016/j.cmi.2020.09.044. Epub 2020 Oct 7.","Pan Y","Clin Microbiol Infect",2021,"2020/10/09","PMC7539137","","10.1016/j.cmi.2020.09.044"
"1693",33031948,"Follow-up of adults with noncritical COVID-19 two months after symptom onset","Carvalho-Schneider C, Laurent E, Lemaignen A, Beaufils E, Bourbao-Tournois C, Laribi S, Flament T, Ferreira-Maldent N, Bruyère F, Stefic K, Gaudy-Graffin C, Grammatico-Guillon L, Bernard L.","Clin Microbiol Infect. 2021 Feb;27(2):258-263. doi: 10.1016/j.cmi.2020.09.052. Epub 2020 Oct 5.","Carvalho-Schneider C","Clin Microbiol Infect",2021,"2020/10/08","PMC7534895","","10.1016/j.cmi.2020.09.052"
"1694",33031947,"Accuracy of a nucleocapsid protein antigen rapid test in the diagnosis of SARS-CoV-2 infection","Diao B, Wen K, Zhang J, Chen J, Han C, Chen Y, Wang S, Deng G, Zhou H, Wu Y.","Clin Microbiol Infect. 2021 Feb;27(2):289.e1-289.e4. doi: 10.1016/j.cmi.2020.09.057. Epub 2020 Oct 5.","Diao B","Clin Microbiol Infect",2021,"2020/10/08","PMC7534827","","10.1016/j.cmi.2020.09.057"
"1695",33017697,"Clinical characteristics of 30 COVID-19 patients with epilepsy: A retrospective study in Wuhan","Sun M, Ruan X, Li Y, Wang P, Zheng S, Shui G, Li L, Huang Y, Zhang H.","Int J Infect Dis. 2021 Feb;103:647-653. doi: 10.1016/j.ijid.2020.09.1475. Epub 2020 Oct 2.","Sun M","Int J Infect Dis",2021,"2020/10/05","PMC7531277","","10.1016/j.ijid.2020.09.1475"
"1696",32979572,"Effects of tocilizumab on mortality in hospitalized patients with COVID-19: a multicentre cohort study","Martínez-Sanz J, Muriel A, Ron R, Herrera S, Pérez-Molina JA, Moreno S, Serrano-Villar S.","Clin Microbiol Infect. 2021 Feb;27(2):238-243. doi: 10.1016/j.cmi.2020.09.021. Epub 2020 Sep 23.","Martínez-Sanz J","Clin Microbiol Infect",2021,"2020/09/26","PMC7510451","","10.1016/j.cmi.2020.09.021"
"1697",32860964,"Treatment with tocilizumab or corticosteroids for COVID-19 patients with hyperinflammatory state: a multicentre cohort study (SAM-COVID-19)","Rodríguez-Baño J, Pachón J, Carratalà J, Ryan P, Jarrín I, Yllescas M, Arribas JR, Berenguer J; SAM-COVID Study Group; Fundación SEIMC-GESIDA; Hospital Universitario La Paz; Hospital Universitario Gregorio Marañón; Hospital Infanta Leonor; Complejo Hospitalario Virgen de la Salud; Hospital Universitario Rafael Méndez; Hospital Universitario de Cruces; Hospital de Melilla; Hospital San Eloy de Barakaldo; Hospital Universitario Central de Asturias; Hospital Universitario Puerto Real; Hospital do Salnés; Hospital del Mar; Hospital Virgen de la Arrixaca; Hospital Clínico San Cecilio; Parc Sanitari Sant Joan de Déu; Hospital Josep Trueta; Hospital Dos De Maig - Consorci Sanitari Integral; Hospital Clínico Universitario de Valencia; Complejo Asistencial de Ávila; Hospital Universitario Marqués de Valdecilla; Hospital de Barcelona SCIAS; Hospital Álvaro Cunqueiro; Hospital Universitario Severo Ochoa; Hospital CIMA-Sanitas; Hospital La Inmaculada; Hospital de Guadalajara; Hospital Universitario Infanta Sofia; Hospital Comarcal de Blanes; Hospital Universitario de Gran Canaria Dr Negrín; Hospital Son Espases; Complejo Hospitalario Universitario A Coruña; Hospital Costa del Sol; Hospital Clínico Universitario Lozano Blesa; Hospital Mutua de Terrassa; Hospital Universitario Virgen Macarena; Hospital Universitari de Bellvitge; Hospital Universitario y Politécnico La Fe; Hospital de Sabadell (Parc Tauli); Hospital Fundación Jiménez Díaz; Hospital Clínico Universitario de Valladolid; Hospital Son Llatzer; Hospital Universitario de Álava; Complejo Hospitalario Universitario Santa Lucía; Hospital General Universitario Reina Sofía; Complejo Hospitalario Universitario de Ferrol; Hospital Universitario los Arcos del Mar Menor; Hospital Universitario de Jerez; Hospital de Donostia; Hospital Juan Ramón Jiménez; Hospital Vega Baja; Hospital Puerta de Hierro; Hospital Universitario de Getafe; Hospital General de la Palma; Fundación Hospital de Calahorra; Hospital Alto Deba; Hospital Universitario de Jaén; Hospital de Palamós; Hospital Universitario de Valme; Hospital Universitario Virgen del Rocío; Hospital Universitario Ramón y Cajal; Hospital Universitario San Pedro; Hospital Regional de Málaga.","Clin Microbiol Infect. 2021 Feb;27(2):244-252. doi: 10.1016/j.cmi.2020.08.010. Epub 2020 Aug 27.","Rodríguez-Baño J","Clin Microbiol Infect",2021,"2020/08/30","PMC7449935","","10.1016/j.cmi.2020.08.010"
"1698",32575114,"Clinical Presentation and Outcomes of Pregnant Women With Coronavirus Disease 2019: A Systematic Review and Meta-analysis","Matar R, Alrahmani L, Monzer N, Debiane LG, Berbari E, Fares J, Fitzpatrick F, Murad MH.","Clin Infect Dis. 2021 Feb 1;72(3):521-533. doi: 10.1093/cid/ciaa828.","Matar R","Clin Infect Dis",2021,"2020/06/24","PMC7337697","","10.1093/cid/ciaa828"
"1699",32556328,"National French Survey of Coronavirus Disease (COVID-19) Symptoms in People Aged 70 and Over","Annweiler C, Sacco G, Salles N, Aquino JP, Gautier J, Berrut G, Guérin O, Gavazzi G.","Clin Infect Dis. 2021 Feb 1;72(3):490-494. doi: 10.1093/cid/ciaa792.","Annweiler C","Clin Infect Dis",2021,"2020/06/20","PMC7337693","","10.1093/cid/ciaa792"
"1700",32422408,"Saliva sample as a non-invasive specimen for the diagnosis of coronavirus disease 2019: a cross-sectional study","Pasomsub E, Watcharananan SP, Boonyawat K, Janchompoo P, Wongtabtim G, Suksuwan W, Sungkanuparph S, Phuphuakrat A.","Clin Microbiol Infect. 2021 Feb;27(2):285.e1-285.e4. doi: 10.1016/j.cmi.2020.05.001. Epub 2020 May 15.","Pasomsub E","Clin Microbiol Infect",2021,"2020/05/19","PMC7227531","","10.1016/j.cmi.2020.05.001"
"1701",33524589,"A global analysis of replacement of genetic variants of SARS-CoV-2 in association with containment capacity and changes in disease severity","Chen Z, Chong KC, Wong MCS, Boon SS, Huang J, Wang MH, Ng RWY, Lai CKC, Chan PKS.","Clin Microbiol Infect. 2021 Jan 30;27(5):750-7. doi: 10.1016/j.cmi.2021.01.018. Online ahead of print.","Chen Z","Clin Microbiol Infect",2021,"2021/02/01","PMC7846470","","10.1016/j.cmi.2021.01.018"
"1702",33514323,"Atypical presentations of coronavirus disease 2019 (COVID-19) from onset to readmission","Yang Z, Chen X, Huang R, Li S, Lin D, Yang Z, Sun H, Liu G, Qiu J, Tang Y, Xiao J, Liao Y, Wu X, Wu R, Chen X, Dai Z.","BMC Infect Dis. 2021 Jan 29;21(1):127. doi: 10.1186/s12879-020-05751-8.","Yang Z","BMC Infect Dis",2021,"2021/01/30","PMC7844102","","10.1186/s12879-020-05751-8"
"1704",33509104,"Examining Australian public perceptions and behaviors towards a future COVID-19 vaccine","Seale H, Heywood AE, Leask J, Sheel M, Durrheim DN, Bolsewicz K, Kaur R.","BMC Infect Dis. 2021 Jan 28;21(1):120. doi: 10.1186/s12879-021-05833-1.","Seale H","BMC Infect Dis",2021,"2021/01/29","PMC7840792","","10.1186/s12879-021-05833-1"
"1705",33501974,"COVID-19 in Immunocompromised Hosts: What We Know So Far","Fung M, Babik JM.","Clin Infect Dis. 2021 Jan 27;72(2):340-350. doi: 10.1093/cid/ciaa863.","Fung M","Clin Infect Dis",2021,"2021/01/27","PMC7337668","","10.1093/cid/ciaa863"
"1706",33501969,"Estimation of SARS-CoV-2 Infection Fatality Rate by Real-time Antibody Screening of Blood Donors","Erikstrup C, Hother CE, Pedersen OBV, Mølbak K, Skov RL, Holm DK, Sækmose SG, Nilsson AC, Brooks PT, Boldsen JK, Mikkelsen C, Gybel-Brask M, Sørensen E, Dinh KM, Mikkelsen S, Møller BK, Haunstrup T, Harritshøj L, Jensen BA, Hjalgrim H, Lillevang ST, Ullum H.","Clin Infect Dis. 2021 Jan 27;72(2):249-253. doi: 10.1093/cid/ciaa849.","Erikstrup C","Clin Infect Dis",2021,"2021/01/27","PMC7337681","","10.1093/cid/ciaa849"
"1707",33501967,"Coronavirus Disease 2019 Pandemic: Impact Caused by School Closure and National Lockdown on Pediatric Visits and Admissions for Viral and Nonviral Infections-a Time Series Analysis","Angoulvant F, Ouldali N, Yang DD, Filser M, Gajdos V, Rybak A, Guedj R, Soussan-Banini V, Basmaci R, Lefevre-Utile A, Brun-Ney D, Beaujouan L, Skurnik D.","Clin Infect Dis. 2021 Jan 27;72(2):319-322. doi: 10.1093/cid/ciaa710.","Angoulvant F","Clin Infect Dis",2021,"2021/01/27","PMC7314162","","10.1093/cid/ciaa710"
"1708",33501963,"From Easing Lockdowns to Scaling Up Community-based Coronavirus Disease 2019 Screening, Testing, and Contact Tracing in Africa-Shared Approaches, Innovations, and Challenges to Minimize Morbidity and Mortality","Nachega JB, Grimwood A, Mahomed H, Fatti G, Preiser W, Kallay O, Mbala PK, Muyembe JT, Rwagasore E, Nsanzimana S, Ngamije D, Condo J, Sidat M, Noormahomed EV, Reid M, Lukeni B, Suleman F, Mteta A, Zumla A.","Clin Infect Dis. 2021 Jan 27;72(2):327-331. doi: 10.1093/cid/ciaa695.","Nachega JB","Clin Infect Dis",2021,"2021/01/27","PMC7314180","","10.1093/cid/ciaa695"
"1709",33501962,"First Reported Nosocomial Outbreak of Severe Acute Respiratory Syndrome Coronavirus 2 in a Pediatric Dialysis Unit","Schwierzeck V, König JC, Kühn J, Mellmann A, Correa-Martínez CL, Omran H, Konrad M, Kaiser T, Kampmeier S.","Clin Infect Dis. 2021 Jan 27;72(2):265-270. doi: 10.1093/cid/ciaa491.","Schwierzeck V","Clin Infect Dis",2021,"2021/01/27","PMC7197625","","10.1093/cid/ciaa491"
"1710",33501958,"Are All Patients with Cancer at Heightened Risk for Severe Coronavirus Disease 2019 (COVID-19)?","Chamilos G, Lionakis MS, Kontoyiannis DP.","Clin Infect Dis. 2021 Jan 27;72(2):351-356. doi: 10.1093/cid/ciaa1079.","Chamilos G","Clin Infect Dis",2021,"2021/01/27","PMC7454377","","10.1093/cid/ciaa1079"
"1711",33501952,"Comparing Dynamics and Determinants of Severe Acute Respiratory Syndrome Coronavirus 2 Transmissions Among Healthcare Workers of Adult and Pediatric Settings in Central Paris","Contejean A, Leporrier J, Canouï E, Alby-Laurent F, Lafont E, Beaudeau L, Parize P, Lecieux F, Greffet A, Chéron G, Gauzit R, Fourgeaud J, L'Honneur AS, Tréluyer JM, Charlier C, Casetta A, Frange P, Leruez-Ville M, Rozenberg F, Lortholary O, Kernéis S.","Clin Infect Dis. 2021 Jan 27;72(2):257-264. doi: 10.1093/cid/ciaa977.","Contejean A","Clin Infect Dis",2021,"2021/01/27","PMC7454459","","10.1093/cid/ciaa977"
"1712",33501951,"Magnitude and Kinetics of Anti-Severe Acute Respiratory Syndrome Coronavirus 2 Antibody Responses and Their Relationship to Disease Severity","Lynch KL, Whitman JD, Lacanienta NP, Beckerdite EW, Kastner SA, Shy BR, Goldgof GM, Levine AG, Bapat SP, Stramer SL, Esensten JH, Hightower AW, Bern C, Wu AHB.","Clin Infect Dis. 2021 Jan 27;72(2):301-308. doi: 10.1093/cid/ciaa979.","Lynch KL","Clin Infect Dis",2021,"2021/01/27","PMC7454426","","10.1093/cid/ciaa979"
"1713",33501950,"Occurrence and Timing of Subsequent Severe Acute Respiratory Syndrome Coronavirus 2 Reverse-transcription Polymerase Chain Reaction Positivity Among Initially Negative Patients","Long DR, Gombar S, Hogan CA, Greninger AL, O'Reilly-Shah V, Bryson-Cahn C, Stevens B, Rustagi A, Jerome KR, Kong CS, Zehnder J, Shah NH, Weiss NS, Pinsky BA, Sunshine JE.","Clin Infect Dis. 2021 Jan 27;72(2):323-326. doi: 10.1093/cid/ciaa722.","Long DR","Clin Infect Dis",2021,"2021/01/27","PMC7314163","","10.1093/cid/ciaa722"
"1714",33501949,"One Hundred Days of Coronavirus Disease 2019 Prevention and Control in China","Zhou L, Wu Z, Li Z, Zhang Y, McGoogan JM, Li Q, Dong X, Ren R, Feng L, Qi X, Xi J, Cui Y, Tan W, Shi G, Wu G, Xu W, Wang X, Ma J, Su X, Feng Z, Gao GF.","Clin Infect Dis. 2021 Jan 27;72(2):332-339. doi: 10.1093/cid/ciaa725.","Zhou L","Clin Infect Dis",2021,"2021/01/27","PMC7314211","","10.1093/cid/ciaa725"
"1715",33494713,"Angiotensin-converting enzyme inhibitors (ACEI) or angiotensin receptor blockers (ARBs) may be safe for COVID-19 patients","Wang W, Zhao X, Wei W, Fan W, Gao K, He S, Zhuang X.","BMC Infect Dis. 2021 Jan 25;21(1):114. doi: 10.1186/s12879-021-05821-5.","Wang W","BMC Infect Dis",2021,"2021/01/26","PMC7829637","","10.1186/s12879-021-05821-5"
"1716",33494706,"Identification of risk factors for in-hospital death of COVID - 19 pneumonia -- lessions from the early outbreak","Wang Z, Wang Z.","BMC Infect Dis. 2021 Jan 25;21(1):113. doi: 10.1186/s12879-021-05814-4.","Wang Z","BMC Infect Dis",2021,"2021/01/26","PMC7829622","","10.1186/s12879-021-05814-4"
"1717",33035296,"Innovations in Human Immunodeficiency Virus (HIV) Care Delivery During the Coronavirus Disease 2019 (COVID-19) Pandemic: Policies to Strengthen the Ending the Epidemic Initiative-A Policy Paper of the Infectious Diseases Society of America and the HIV Medicine Association","Armstrong WS, Agwu AL, Barrette EP, Ignacio RB, Chang JJ, Colasanti JA, Floris-Moore M, Haddad M, MacLaren L, Weddle A.","Clin Infect Dis. 2021 Jan 23;72(1):9-14. doi: 10.1093/cid/ciaa1532.","Armstrong WS","Clin Infect Dis",2021,"2020/10/09","PMC7665349","","10.1093/cid/ciaa1532"
"1718",32634822,"Development and Delivery of a Real-time Hospital-onset COVID-19 Surveillance System Using Network Analysis","Price JR, Mookerjee S, Dyakova E, Myall A, Leung W, Weiße AY, Shersing Y, Brannigan ET, Galletly T, Muir D, Randell P, Davies F, Bolt F, Barahona M, Otter JA, Holmes AH.","Clin Infect Dis. 2021 Jan 23;72(1):82-89. doi: 10.1093/cid/ciaa892.","Price JR","Clin Infect Dis",2021,"2020/07/08","PMC7454383","","10.1093/cid/ciaa892"
"1719",32474578,"Monitoring Coronavirus Disease 2019 (COVID-19) Through Trends in Influenza-like Illness, Laboratory-confirmed Influenza, and COVID-19-New York State, Excluding New York City, 1 January 2020-12 April 2020","Rosenberg ES, Hall EW, Rosenthal EM, Maxted AM, Gowie DL, Dufort EM, Blog DS, Hoefer D, George KS, Hutton BJ, Zucker HA; New York State Coronavirus 2019 Response Team.","Clin Infect Dis. 2021 Jan 23;72(1):144-147. doi: 10.1093/cid/ciaa684.","Rosenberg ES","Clin Infect Dis",2021,"2020/06/01","PMC7543876","","10.1093/cid/ciaa684"
"1720",32474574,"COVID-19 Outbreaks in US Immigrant Detention Centers: The Urgent Need to Adopt CDC Guidelines for Prevention and Evaluation","Openshaw JJ, Travassos MA.","Clin Infect Dis. 2021 Jan 23;72(1):153-154. doi: 10.1093/cid/ciaa692.","Openshaw JJ","Clin Infect Dis",2021,"2020/06/01","PMC7314161","","10.1093/cid/ciaa692"
"1721",32473007,"A Conceptual Discussion About the Basic Reproduction Number of Severe Acute Respiratory Syndrome Coronavirus 2 in Healthcare Settings","Temime L, Gustin MP, Duval A, Buetti N, Crépey P, Guillemot D, Thiébaut R, Vanhems P, Zahar JR, Smith DRM, Opatowski L.","Clin Infect Dis. 2021 Jan 23;72(1):141-143. doi: 10.1093/cid/ciaa682.","Temime L","Clin Infect Dis",2021,"2020/05/31","PMC7314155","","10.1093/cid/ciaa682"
"1722",32472683,"Detectable Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) in Human Breast Milk of a Mildly Symptomatic Patient With Coronavirus Disease 2019 (COVID-19)","Tam PCK, Ly KM, Kernich ML, Spurrier N, Lawrence D, Gordon DL, Tucker EC.","Clin Infect Dis. 2021 Jan 23;72(1):128-130. doi: 10.1093/cid/ciaa673.","Tam PCK","Clin Infect Dis",2021,"2020/05/31","PMC7314245","","10.1093/cid/ciaa673"
"1723",32379858,"Economic Considerations in Infectious Diseases Emergency Response Preparedness: It's All About the Point of View","Branch-Elliman W, Safdar N, Nelson R.","Clin Infect Dis. 2021 Jan 23;72(1):148-152. doi: 10.1093/cid/ciaa541.","Branch-Elliman W","Clin Infect Dis",2021,"2020/05/08","PMC7454343","","10.1093/cid/ciaa541"
"1724",33480973,"The Infectious Diseases Society of America Guidelines on the Diagnosis of COVID-19: Molecular Diagnostic Testing","Hanson KE, Caliendo AM, Arias CA, Hayden MK, Englund JA, Lee MJ, Loeb M, Patel R, El Alayli A, Altayar O, Patel P, Falck-Ytter Y, Lavergne V, Morgan RL, Murad MH, Sultan S, Bhimraj A, Mustafa RA.","Clin Infect Dis. 2021 Jan 22:ciab048. doi: 10.1093/cid/ciab048. Online ahead of print.","Hanson KE","Clin Infect Dis",2021,"2021/01/22","PMC7929045","","10.1093/cid/ciab048"
"1725",33478425,"Using Baidu search values to monitor and predict the confirmed cases of COVID-19 in China: - evidence from Baidu index","Tu B, Wei L, Jia Y, Qian J.","BMC Infect Dis. 2021 Jan 21;21(1):98. doi: 10.1186/s12879-020-05740-x.","Tu B","BMC Infect Dis",2021,"2021/01/22","PMC7819631","","10.1186/s12879-020-05740-x"
"1726",33482352,"Antibody persistence in the first 6 months following SARS-CoV-2 infection among hospital workers: a prospective longitudinal study","L'Huillier AG, Meyer B, Andrey DO, Arm-Vernez I, Baggio S, Didierlaurent A, Eberhardt CS, Eckerle I, Grasset-Salomon C, Huttner A, Posfay-Barbe KM, Royo IS, Pralong JA, Vuilleumier N, Yerly S, Siegrist CA, Kaiser L; Geneva Centre for Emerging Viral Diseases.","Clin Microbiol Infect. 2021 Jan 20;27(5):784.e1-8. doi: 10.1016/j.cmi.2021.01.005. Online ahead of print.","L'Huillier AG","Clin Microbiol Infect",2021,"2021/01/22","PMC7816882","","10.1016/j.cmi.2021.01.005"
"1728",33472591,"Clinical characteristics of 14 COVID-19 deaths in Tianmen, China: a single-center retrospective study","Hu J, Zhang Y, Wang W, Tao Z, Tian J, Shao N, Liu N, Wei H, Huang H.","BMC Infect Dis. 2021 Jan 20;21(1):88. doi: 10.1186/s12879-021-05770-z.","Hu J","BMC Infect Dis",2021,"2021/01/21","PMC7816151","","10.1186/s12879-021-05770-z"
"1729",33472588,"The different manifestations of COVID-19 in adults and children: a cohort study in an intensive care unit","Girona-Alarcon M, Bobillo-Perez S, Sole-Ribalta A, Hernandez L, Guitart C, Suarez R, Balaguer M, Cambra FJ, Jordan I; KIDS-Corona study group; Kids Corona Platform.","BMC Infect Dis. 2021 Jan 20;21(1):87. doi: 10.1186/s12879-021-05786-5.","Girona-Alarcon M","BMC Infect Dis",2021,"2021/01/21","PMC7816131","","10.1186/s12879-021-05786-5"
"1730",33468070,"Critically ill patients with diabetes and Middle East respiratory syndrome: a multi-center observational study","Jose J, Al-Dorzi HM, Al-Omari A, Mandourah Y, Al-Hameed F, Sadat M, Al Qasim E, Alraddadi B, Al Harthy A, Al Mekhlafi GA, Almotairi A, Al Khatib K, Abdulmomen A, Qushmaq I, Sindi AA, Mady A, Solaiman O, Al-Raddadi R, Maghrabi K, Ragab A, Kharaba A, Shalhoub S, Al-Aithan AM, Vishwakarma GK, Bhattacharjee A, Arabi YM; Saudi Critical Care Trials Group.","BMC Infect Dis. 2021 Jan 19;21(1):84. doi: 10.1186/s12879-021-05771-y.","Jose J","BMC Infect Dis",2021,"2021/01/20","PMC7814976","","10.1186/s12879-021-05771-y"
"1731",33254234,"Key genetic elements, single and in clusters, underlying geographically dependent SARS-CoV-2 genetic adaptation and their impact on binding affinity for drugs and immune control","Salpini R, Alkhatib M, Costa G, Piermatteo L, Ambrosio FA, Di Maio VC, Scutari R, Duca L, Berno G, Fabeni L, Alcaro S, Ceccherini-Silberstein F, Artese A, Svicher V.","J Antimicrob Chemother. 2021 Jan 19;76(2):396-412. doi: 10.1093/jac/dkaa444.","Salpini R","J Antimicrob Chemother",2021,"2020/11/30","PMC7799093","","10.1093/jac/dkaa444"
"1732",33221868,"Safety of hydroxychloroquine and darunavir or lopinavir in COVID-19 infection","Meriglier E, Rivoisy C, Hessamfar M, Bernard N, Aureau I, Lapoirie J, Contis A, Sacher F, Sacristan B, Lahouati M, Pedeboscq S, Vandenhende MA, Bouchet S, Bonnet F.","J Antimicrob Chemother. 2021 Jan 19;76(2):482-486. doi: 10.1093/jac/dkaa441.","Meriglier E","J Antimicrob Chemother",2021,"2020/11/22","PMC7717306","","10.1093/jac/dkaa441"
"1733",33202023,"Carbapenemase-producing Enterobacterales causing secondary infections during the COVID-19 crisis at a New York City hospital","Gomez-Simmonds A, Annavajhala MK, McConville TH, Dietz DE, Shoucri SM, Laracy JC, Rozenberg FD, Nelson B, Greendyke WG, Furuya EY, Whittier S, Uhlemann AC.","J Antimicrob Chemother. 2021 Jan 19;76(2):380-384. doi: 10.1093/jac/dkaa466.","Gomez-Simmonds A","J Antimicrob Chemother",2021,"2020/11/17","PMC7717307","","10.1093/jac/dkaa466"
"1734",33164048,"Inhibition of SARS-CoV-2 in Vero cell cultures by peptide-conjugated morpholino oligomers","Rosenke K, Leventhal S, Moulton HM, Hatlevig S, Hawman D, Feldmann H, Stein DA.","J Antimicrob Chemother. 2021 Jan 19;76(2):413-417. doi: 10.1093/jac/dkaa460.","Rosenke K","J Antimicrob Chemother",2021,"2020/11/09","PMC7717290","","10.1093/jac/dkaa460"
"1735",33099620,"Treating COVID-19: are we missing out the window of opportunity?","Sundararaj Stanleyraj J, Sethuraman N, Gupta R, Thiruvoth S, Gupta M, Ryo A.","J Antimicrob Chemother. 2021 Jan 19;76(2):283-285. doi: 10.1093/jac/dkaa442.","Sundararaj Stanleyraj J","J Antimicrob Chemother",2021,"2020/10/25","PMC7665528","","10.1093/jac/dkaa442"
"1736",33063117,"Sofosbuvir/daclatasvir regimens for the treatment of COVID-19: an individual patient data meta-analysis","Simmons B, Wentzel H, Mobarak S, Eslami G, Sadeghi A, Ali Asgari A, Abbaspour Kasgari H, Tirgar Fakheri H, Merat S, Hill A.","J Antimicrob Chemother. 2021 Jan 19;76(2):286-291. doi: 10.1093/jac/dkaa418.","Simmons B","J Antimicrob Chemother",2021,"2020/10/16","PMC7665526","","10.1093/jac/dkaa418"
"1737",33461503,"Dynamic changes in lymphocyte subsets and parallel cytokine levels in patients with severe and critical COVID-19","Liu Y, Tan W, Chen H, Zhu Y, Wan L, Jiang K, Guo Y, Tang K, Xie C, Yi H, Kuang Y, Luo Y.","BMC Infect Dis. 2021 Jan 18;21(1):79. doi: 10.1186/s12879-021-05792-7.","Liu Y","BMC Infect Dis",2021,"2021/01/19","PMC7812569","","10.1186/s12879-021-05792-7"
"1738",33461499,"Higher comorbidities and early death in hospitalized African-American patients with Covid-19","Gupta R, Agrawal R, Bukhari Z, Jabbar A, Wang D, Diks J, Alshal M, Emechebe DY, Brunicardi FC, Lazar JM, Chamberlain R, Burza A, Haseeb MA.","BMC Infect Dis. 2021 Jan 18;21(1):78. doi: 10.1186/s12879-021-05782-9.","Gupta R","BMC Infect Dis",2021,"2021/01/19","PMC7812567","","10.1186/s12879-021-05782-9"
"1739",33461497,"Predictive value of the neutrophil to lymphocyte ratio for disease deterioration and serious adverse outcomes in patients with COVID-19: a prospective cohort study","Zeng ZY, Feng SD, Chen GP, Wu JN.","BMC Infect Dis. 2021 Jan 18;21(1):80. doi: 10.1186/s12879-021-05796-3.","Zeng ZY","BMC Infect Dis",2021,"2021/01/19","PMC7812552","","10.1186/s12879-021-05796-3"
"1740",33446136,"Hydroxychloroquine in the treatment of outpatients with mildly symptomatic COVID-19: a multi-center observational study","Ip A, Ahn J, Zhou Y, Goy AH, Hansen E, Pecora AL, Sinclaire BA, Bednarz U, Marafelias M, Sawczuk IS, Underwood JP 3rd, Walker DM, Prasad R, Sweeney RL, Ponce MG, La Capra S, Cunningham FJ, Calise AG, Pulver BL, Ruocco D, Mojares GE, Eagan MP, Ziontz KL, Mastrokyriakos P, Goldberg SL.","BMC Infect Dis. 2021 Jan 14;21(1):72. doi: 10.1186/s12879-021-05773-w.","Ip A","BMC Infect Dis",2021,"2021/01/15","PMC7807228","","10.1186/s12879-021-05773-w"
"1741",33441091,"Evaluation of undetected cases during the COVID-19 epidemic in Austria","Rippinger C, Bicher M, Urach C, Brunmeir D, Weibrecht N, Zauner G, Sroczynski G, Jahn B, Mühlberger N, Siebert U, Popper N.","BMC Infect Dis. 2021 Jan 13;21(1):70. doi: 10.1186/s12879-020-05737-6.","Rippinger C","BMC Infect Dis",2021,"2021/01/14","PMC7805565","","10.1186/s12879-020-05737-6"
"1743",33435892,"A network-based model to explore the role of testing in the epidemiological control of the COVID-19 pandemic","Cui Y, Ni S, Shen S.","BMC Infect Dis. 2021 Jan 12;21(1):58. doi: 10.1186/s12879-020-05750-9.","Cui Y","BMC Infect Dis",2021,"2021/01/13","PMC7803001","","10.1186/s12879-020-05750-9"
"1744",33435865,"Clinical characteristics and predictive value of lower CD4(+)T cell level in patients with moderate and severe COVID-19: a multicenter retrospective study","Wen XS, Jiang D, Gao L, Zhou JZ, Xiao J, Cheng XC, He B, Chen Y, Lei P, Tan XW, Qin S, Zhang DY.","BMC Infect Dis. 2021 Jan 12;21(1):57. doi: 10.1186/s12879-020-05741-w.","Wen XS","BMC Infect Dis",2021,"2021/01/13","PMC7803000","","10.1186/s12879-020-05741-w"
"1745",33430799,"JAK-inhibitor and type I interferon ability to produce favorable clinical outcomes in COVID-19 patients: a systematic review and meta-analysis","Walz L, Cohen AJ, Rebaza AP, Vanchieri J, Slade MD, Dela Cruz CS, Sharma L.","BMC Infect Dis. 2021 Jan 11;21(1):47. doi: 10.1186/s12879-020-05730-z.","Walz L","BMC Infect Dis",2021,"2021/01/12","PMC7797881","","10.1186/s12879-020-05730-z"
"1746",33421991,"Relationship of socio-demographics, comorbidities, symptoms and healthcare access with early COVID-19 presentation and disease severity","Vaughan L, Veruttipong D, Shaw JG, Levy N, Edwards L, Winget M.","BMC Infect Dis. 2021 Jan 9;21(1):40. doi: 10.1186/s12879-021-05764-x.","Vaughan L","BMC Infect Dis",2021,"2021/01/10","PMC7794633","","10.1186/s12879-021-05764-x"
